CarrierDelay;WeatherDelay;NASDelay
1046.0;5;
1046.0;5;
1046.0;5;
1046.0;5;
1046.0;5;
1046.0;5;
1046.0;5;0.00
1046.0;5;
1046.0;5;
1046.0;5;
1046.0;5;
1046.0;5;
1046.0;5;
1046.0;5;
1046.0;5;
1046.0;5;
1046.0;5;
1046.0;5;
1046.0;5;
1046.0;5;
1046.0;5;
1046.0;5;12.00
1046.0;5;
1046.0;5;
1046.0;5;
1046.0;5;
1046.0;5;
1046.0;5;
1046.0;5;
1046.0;5;43.00
1046.0;5;0.00
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;0.00
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;0.00
488.0;2;
488.0;2;0.00
488.0;2;0.00
488.0;2;
488.0;2;
488.0;2;0.00
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
852.0;4;
852.0;4;0.00
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;5.00
852.0;4;
852.0;4;33.00
852.0;4;
852.0;4;
852.0;4;3.00
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;0.00
852.0;4;0.00
852.0;4;0.00
852.0;4;0.00
852.0;4;
852.0;4;
852.0;4;
852.0;4;0.00
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;90.00
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;0.00
852.0;4;
852.0;4;0.00
852.0;4;
852.0;4;
852.0;4;72.00
852.0;4;0.00
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;83.00
852.0;4;61.00
852.0;4;64.00
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;0.00
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
925.0;4;
925.0;4;
925.0;4;
925.0;4;
925.0;4;
925.0;4;
925.0;4;
925.0;4;
925.0;4;
925.0;4;
925.0;4;
925.0;4;0.00
925.0;4;
925.0;4;
925.0;4;
925.0;4;
925.0;4;
925.0;4;
925.0;4;50.00
925.0;4;0.00
925.0;4;0.00
925.0;4;
925.0;4;0.00
925.0;4;0.00
925.0;4;
925.0;4;
925.0;4;
925.0;4;
925.0;4;
925.0;4;
925.0;4;23.00
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
861.0;4;0.00
861.0;4;
861.0;4;3.00
861.0;4;3.00
861.0;4;
861.0;4;
861.0;4;0.00
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;0.00
861.0;4;
861.0;4;
861.0;4;
861.0;4;0.00
861.0;4;0.00
861.0;4;9.00
861.0;4;9.00
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;9.00
861.0;4;
861.0;4;12.00
861.0;4;
861.0;4;
2343.0;10;
2343.0;10;
2343.0;10;72.00
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;0.00
2343.0;10;
2343.0;10;
2343.0;10;21.00
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;0.00
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;0.00
2343.0;10;
2343.0;10;0.00
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;
852.0;4;0.00
852.0;4;
852.0;4;
852.0;4;
986.0;4;0.00
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
986.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;0.00
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
787.0;4;
502.0;3;
502.0;3;
502.0;3;
502.0;3;
502.0;3;
502.0;3;
502.0;3;
502.0;3;
502.0;3;
502.0;3;
502.0;3;
502.0;3;
502.0;3;
502.0;3;250.00
502.0;3;
502.0;3;
502.0;3;
502.0;3;
502.0;3;
502.0;3;
502.0;3;
502.0;3;
502.0;3;
502.0;3;
502.0;3;
502.0;3;53.00
502.0;3;
502.0;3;
502.0;3;
502.0;3;
502.0;3;36.00
1416.0;6;
1416.0;6;4.00
1416.0;6;
1416.0;6;
1416.0;6;0.00
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;89.00
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;0.00
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;0.00
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;0.00
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;
1416.0;6;0.00
1416.0;6;
1416.0;6;
1535.0;7;18.00
1535.0;7;
1535.0;7;
1535.0;7;
1535.0;7;0.00
1535.0;7;
1535.0;7;
1535.0;7;
1535.0;7;3.00
1535.0;7;
1535.0;7;14.00
1535.0;7;
1535.0;7;
1535.0;7;
1535.0;7;
1535.0;7;
1535.0;7;
1535.0;7;
1535.0;7;
1535.0;7;
1535.0;7;
1535.0;7;
1535.0;7;
1535.0;7;
1535.0;7;
1535.0;7;
1535.0;7;
1535.0;7;
1535.0;7;
1535.0;7;0.00
1535.0;7;
1771.0;8;
1771.0;8;37.00
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;1.00
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1771.0;8;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;0.00
1379.0;6;293.00
1379.0;6;
1379.0;6;
1379.0;6;
1235.0;5;
1235.0;5;
1235.0;5;
1235.0;5;1.00
1235.0;5;
1235.0;5;
1235.0;5;
1235.0;5;
1235.0;5;
1235.0;5;
1235.0;5;0.00
1235.0;5;
1235.0;5;
1235.0;5;
1235.0;5;
1235.0;5;
1235.0;5;
1235.0;5;
1235.0;5;
1235.0;5;
1235.0;5;
1235.0;5;
1235.0;5;
1235.0;5;
1235.0;5;
1235.0;5;
1235.0;5;
1235.0;5;
1235.0;5;
1235.0;5;
1235.0;5;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;3.00
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;0.00
1379.0;6;0.00
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;0.00
1379.0;6;130.00
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;
1379.0;6;15.00
1379.0;6;0.00
1379.0;6;
1379.0;6;
733.0;3;
733.0;3;
733.0;3;
733.0;3;
733.0;3;0.00
733.0;3;
733.0;3;
733.0;3;
733.0;3;
733.0;3;
733.0;3;
733.0;3;
733.0;3;0.00
733.0;3;69.00
733.0;3;
733.0;3;0.00
733.0;3;
733.0;3;
733.0;3;0.00
733.0;3;17.00
733.0;3;
733.0;3;0.00
733.0;3;0.00
733.0;3;
733.0;3;
733.0;3;7.00
733.0;3;
733.0;3;
733.0;3;2.00
733.0;3;0.00
733.0;3;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;916.00
1910.0;8;
1910.0;8;13.00
1910.0;8;0.00
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;28.00
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;0.00
1910.0;8;3.00
1910.0;8;
1910.0;8;47.00
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;1.00
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
1910.0;8;
957.0;4;
957.0;4;
957.0;4;27.00
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;0.00
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;1.00
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;0.00
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;49.00
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;260.00
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;
957.0;4;0.00
957.0;4;
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;19.00
2343.0;10;3.00
2343.0;10;0.00
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;17.00
2343.0;10;
2343.0;10;0.00
2343.0;10;
2343.0;10;20.00
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;
2343.0;10;2.00
2343.0;10;
2343.0;10;
550.0;3;
550.0;3;
550.0;3;0.00
550.0;3;0.00
550.0;3;0.00
550.0;3;
550.0;3;
550.0;3;0.00
550.0;3;0.00
550.0;3;
550.0;3;
550.0;3;
550.0;3;0.00
550.0;3;0.00
550.0;3;0.00
550.0;3;0.00
550.0;3;
550.0;3;0.00
550.0;3;
550.0;3;0.00
550.0;3;
550.0;3;0.00
550.0;3;0.00
550.0;3;
550.0;3;
550.0;3;
550.0;3;
550.0;3;0.00
550.0;3;0.00
550.0;3;0.00
550.0;3;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;75.00
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;8.00
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
528.0;3;0.00
528.0;3;
528.0;3;
528.0;3;
528.0;3;0.00
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
1276.0;6;
1276.0;6;0.00
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;0.00
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;12.00
1276.0;6;
1276.0;6;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;0.00
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
528.0;3;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;0.00
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;21.00
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
1276.0;6;
502.0;3;0.00
502.0;3;
502.0;3;
502.0;3;
502.0;3;0.00
502.0;3;
502.0;3;
502.0;3;0.00
502.0;3;
502.0;3;
502.0;3;
502.0;3;
502.0;3;0.00
502.0;3;0.00
502.0;3;
502.0;3;0.00
502.0;3;
502.0;3;
502.0;3;
502.0;3;0.00
502.0;3;
502.0;3;0.00
502.0;3;0.00
502.0;3;
502.0;3;5.00
502.0;3;0.00
502.0;3;
502.0;3;
502.0;3;
502.0;3;0.00
502.0;3;
563.0;3;0.00
563.0;3;
563.0;3;
563.0;3;
563.0;3;0.00
563.0;3;
563.0;3;
563.0;3;
563.0;3;
563.0;3;
563.0;3;
563.0;3;
563.0;3;0.00
563.0;3;
563.0;3;
563.0;3;2.00
563.0;3;
563.0;3;
563.0;3;
563.0;3;
563.0;3;
563.0;3;0.00
563.0;3;0.00
563.0;3;
563.0;3;
563.0;3;0.00
563.0;3;
563.0;3;
563.0;3;
563.0;3;
563.0;3;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;0.00
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;0.00
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
913.0;4;
466.0;2;0.00
466.0;2;
466.0;2;
466.0;2;
466.0;2;0.00
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;3.00
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;0.00
466.0;2;0.00
466.0;2;
466.0;2;
466.0;2;
466.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;0.00
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;
488.0;2;0.00
488.0;2;
488.0;2;
1703.0;7;
1703.0;7;
1703.0;7;
1703.0;7;
1703.0;7;
1703.0;7;
1703.0;7;
1703.0;7;
1703.0;7;
1703.0;7;
1703.0;7;24.00
1703.0;7;
1703.0;7;0.00
1703.0;7;
1703.0;7;
1703.0;7;
1703.0;7;
1703.0;7;
1703.0;7;
1703.0;7;0.00
1703.0;7;
1703.0;7;
1703.0;7;
1703.0;7;
1703.0;7;
1703.0;7;
1703.0;7;
1703.0;7;
1703.0;7;
1703.0;7;
1703.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;0.00
1514.0;7;
1514.0;7;0.00
1514.0;7;
1514.0;7;
1514.0;7;0.00
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;0.00
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
1514.0;7;
861.0;4;
861.0;4;
861.0;4;30.00
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;26.00
861.0;4;
861.0;4;0.00
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;0.00
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;
689.0;3;96.00
689.0;3;
689.0;3;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;0.00
919.0;4;0.00
919.0;4;
919.0;4;0.00
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;0.00
919.0;4;
919.0;4;30.00
919.0;4;
919.0;4;
919.0;4;
919.0;4;152.00
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;8.00
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;233.00
919.0;4;3.00
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;0.00
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
919.0;4;
982.0;4;102.00
982.0;4;
982.0;4;
982.0;4;
982.0;4;
982.0;4;
982.0;4;
982.0;4;
982.0;4;
982.0;4;0.00
982.0;4;
982.0;4;
982.0;4;0.00
982.0;4;
982.0;4;
982.0;4;
982.0;4;0.00
982.0;4;
982.0;4;18.00
982.0;4;
982.0;4;
982.0;4;
982.0;4;
982.0;4;
982.0;4;
982.0;4;
982.0;4;
982.0;4;
1127.0;5;
1127.0;5;
1127.0;5;
1127.0;5;
982.0;4;
982.0;4;0.00
982.0;4;
982.0;4;
982.0;4;
982.0;4;
982.0;4;
982.0;4;
982.0;4;
982.0;4;
982.0;4;
982.0;4;
982.0;4;
982.0;4;
982.0;4;0.00
982.0;4;0.00
982.0;4;0.00
982.0;4;0.00
982.0;4;
982.0;4;
982.0;4;
982.0;4;
982.0;4;
982.0;4;
982.0;4;0.00
982.0;4;
982.0;4;
982.0;4;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;14.00
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
466.0;2;
1127.0;5;0.00
1127.0;5;
1127.0;5;
1127.0;5;
1127.0;5;
1127.0;5;
1127.0;5;
1127.0;5;
1127.0;5;36.00
1127.0;5;
1127.0;5;
1127.0;5;
1127.0;5;
1127.0;5;
1127.0;5;
1127.0;5;
1127.0;5;
1127.0;5;
1127.0;5;
1127.0;5;0.00
1127.0;5;
1127.0;5;
1127.0;5;
1127.0;5;
1127.0;5;
1127.0;5;
1127.0;5;
1127.0;5;
1127.0;5;
1127.0;5;
1127.0;5;
861.0;4;160.00
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;0.00
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;0.00
861.0;4;
861.0;4;
861.0;4;
861.0;4;0.00
861.0;4;
861.0;4;
861.0;4;11.00
861.0;4;3.00
861.0;4;0.00
861.0;4;0.00
861.0;4;0.00
861.0;4;
861.0;4;0.00
861.0;4;1.00
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;0.00
861.0;4;15.00
861.0;4;
861.0;4;
861.0;4;
861.0;4;6.00
861.0;4;
861.0;4;0.00
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;
861.0;4;47.00
861.0;4;9.00
861.0;4;
1749.0;7;10.00
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;0.00
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;
1749.0;7;61.00
2176.0;9;
2176.0;9;
2176.0;9;10.00
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;0.00
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;0.00
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;0.00
2176.0;9;2.00
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;1.00
2176.0;9;0.00
2176.0;9;2.00
2176.0;9;
2176.0;9;0.00
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;0.00
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;196.00
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;0.00
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;
2176.0;9;1240.00
2176.0;9;51.00
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;0.00
581.0;3;
581.0;3;39.00
581.0;3;15.00
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;0.00
581.0;3;0.00
581.0;3;
581.0;3;0.00
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;4.00
581.0;3;20.00
581.0;3;
581.0;3;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;0.00
1947.0;8;
1947.0;8;
1947.0;8;0.00
1947.0;8;0.00
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;39.00
1947.0;8;
1947.0;8;
1947.0;8;0.00
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;1.00
1947.0;8;26.00
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;0.00
1947.0;8;0.00
1947.0;8;14.00
1947.0;8;
1947.0;8;
1947.0;8;0.00
1947.0;8;
1947.0;8;
1947.0;8;0.00
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;
1947.0;8;0.00
1947.0;8;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
